state,county,geoid,total votes,party,votes,percentage
CT,FAIRFIELD,G0900010,364366,Democratic,124978,34.30012679558466
CT,FAIRFIELD,G0900010,364366,Republican,233194,63.999934132163816
CT,FAIRFIELD,G0900010,364366,Other,6194,1.6999390722515273
CT,HARTFORD,G0900030,372586,Democratic,174743,46.90004455347222
CT,HARTFORD,G0900030,372586,Republican,194117,52.099917871310254
CT,HARTFORD,G0900030,372586,Other,3726,1.0000375752175337
CT,LITCHFIELD,G0900050,72219,Democratic,27949,38.700342015259146
CT,LITCHFIELD,G0900050,72219,Republican,43476,60.200224317700325
CT,LITCHFIELD,G0900050,72219,Other,794,1.0994336670405294
CT,MIDDLESEX,G0900070,57424,Democratic,23601,41.09954026191139
CT,MIDDLESEX,G0900070,57424,Republican,33248,57.89913624965172
CT,MIDDLESEX,G0900070,57424,Other,574,0.9995820562830873
CT,NEW HAVEN,G0900090,340323,Democratic,135108,39.69993212330639
CT,NEW HAVEN,G0900090,340323,Republican,200791,59.000126350555206
CT,NEW HAVEN,G0900090,340323,Other,4424,1.2999415261384037
CT,NEW LONDON,G0900110,92301,Democratic,32951,35.69950488077052
CT,NEW LONDON,G0900110,92301,Republican,58519,63.4001798463722
CT,NEW LONDON,G0900110,92301,Other,831,0.9003152728572822
CT,TOLLAND,G0900130,45697,Democratic,19513,42.70083375276276
CT,TOLLAND,G0900130,45697,Republican,25819,56.50042672385496
CT,TOLLAND,G0900130,45697,Other,411,0.8994025866030592
CT,WINDHAM,G0900150,38584,Democratic,16475,42.69904623678208
CT,WINDHAM,G0900150,38584,Republican,21607,55.99989633008501
CT,WINDHAM,G0900150,38584,Other,502,1.3010574331329048
ME,ANDROSCOGGIN,G2300010,38915,Democratic,19496,50.0989335731723
ME,ANDROSCOGGIN,G2300010,38915,Republican,19419,49.9010664268277
ME,ANDROSCOGGIN,G2300010,38915,Other,0,0
ME,AROOSTOOK,G2300030,30525,Democratic,11477,37.5986895986896
ME,AROOSTOOK,G2300030,30525,Republican,19048,62.401310401310404
ME,AROOSTOOK,G2300030,30525,Other,0,0
ME,CUMBERLAND,G2300050,84594,Democratic,33330,39.39995744379034
ME,CUMBERLAND,G2300050,84594,Republican,51264,60.600042556209665
ME,CUMBERLAND,G2300050,84594,Other,0,0
ME,FRANKLIN,G2300070,8946,Democratic,2988,33.400402414486926
ME,FRANKLIN,G2300070,8946,Republican,5958,66.59959758551308
ME,FRANKLIN,G2300070,8946,Other,0,0
ME,HANCOCK,G2300090,16080,Democratic,4197,26.100746268656717
ME,HANCOCK,G2300090,16080,Republican,11883,73.89925373134328
ME,HANCOCK,G2300090,16080,Other,0,0
ME,KENNEBEC,G2300110,40996,Democratic,16398,39.999024295053175
ME,KENNEBEC,G2300110,40996,Republican,24598,60.000975704946825
ME,KENNEBEC,G2300110,40996,Other,0,0
ME,KNOX,G2300130,12079,Democratic,3600,29.80379170461131
ME,KNOX,G2300130,12079,Republican,8479,70.1962082953887
ME,KNOX,G2300130,12079,Other,0,0
ME,LINCOLN,G2300150,10483,Democratic,2904,27.70199370409234
ME,LINCOLN,G2300150,10483,Republican,7579,72.29800629590765
ME,LINCOLN,G2300150,10483,Other,0,0
ME,OXFORD,G2300170,18775,Democratic,6665,35.499334221038616
ME,OXFORD,G2300170,18775,Republican,12110,64.50066577896139
ME,OXFORD,G2300170,18775,Other,0,0
ME,PENOBSCOT,G2300190,48738,Democratic,18569,38.099634781895034
ME,PENOBSCOT,G2300190,48738,Republican,30169,61.900365218104966
ME,PENOBSCOT,G2300190,48738,Other,0,0
ME,PISCATAQUIS,G2300210,7135,Democratic,2519,35.304835318850735
ME,PISCATAQUIS,G2300210,7135,Republican,4616,64.69516468114927
ME,PISCATAQUIS,G2300210,7135,Other,0,0
ME,SAGADAHOC,G2300230,9877,Democratic,3417,34.59552495697074
ME,SAGADAHOC,G2300230,9877,Republican,6460,65.40447504302927
ME,SAGADAHOC,G2300230,9877,Other,0,0
ME,SOMERSET,G2300250,16000,Democratic,5920,37.0
ME,SOMERSET,G2300250,16000,Republican,10080,63.0
ME,SOMERSET,G2300250,16000,Other,0,0
ME,WALDO,G2300270,9421,Democratic,2939,31.196263666277463
ME,WALDO,G2300270,9421,Republican,6482,68.80373633372253
ME,WALDO,G2300270,9421,Other,0,0
ME,WASHINGTON,G2300290,11562,Democratic,3746,32.39923888600588
ME,WASHINGTON,G2300290,11562,Republican,7816,67.60076111399412
ME,WASHINGTON,G2300290,11562,Other,0,0
ME,YORK,G2300310,52916,Democratic,22489,42.499433063723636
ME,YORK,G2300310,52916,Republican,30427,57.500566936276364
ME,YORK,G2300310,52916,Other,0,0
MA,BARNSTABLE,G2500010,59442,Democratic,22647,38.09932371050772
MA,BARNSTABLE,G2500010,59442,Republican,36319,61.09989569664547
MA,BARNSTABLE,G2500010,59442,Other,476,0.8007805928468087
MA,BERKSHIRE,G2500030,66284,Democratic,35396,53.40051897893912
MA,BERKSHIRE,G2500030,66284,Republican,30358,45.799891376501115
MA,BERKSHIRE,G2500030,66284,Other,530,0.7995896445597731
MA,BRISTOL,G2500050,188767,Democratic,103256,54.70023891887883
MA,BRISTOL,G2500050,188767,Republican,84379,44.70007999279535
MA,BRISTOL,G2500050,188767,Other,1133,0.6002108419374149
MA,DUKES,G2500070,4336,Democratic,1999,46.10239852398524
MA,DUKES,G2500070,4336,Republican,2311,53.297970479704794
MA,DUKES,G2500070,4336,Other,22,0.507380073800738
MA,ESSEX,G2500090,297084,Democratic,157455,53.00016157046492
MA,ESSEX,G2500090,297084,Republican,138144,46.499979803691886
MA,ESSEX,G2500090,297084,Other,1783,0.600166956147083
MA,FRANKLIN,G2500110,28263,Democratic,11955,42.29911898949156
MA,FRANKLIN,G2500110,28263,Republican,16082,56.90124898276899
MA,FRANKLIN,G2500110,28263,Other,198,0.700562572975268
MA,HAMPDEN,G2500130,182133,Democratic,94891,52.09983912854892
MA,HAMPDEN,G2500130,182133,Republican,86149,47.30004996348822
MA,HAMPDEN,G2500130,182133,Other,1093,0.6001109079628624
MA,HAMPSHIRE,G2500150,53654,Democratic,28598,53.30077906586648
MA,HAMPSHIRE,G2500150,53654,Republican,24520,45.700227382860554
MA,HAMPSHIRE,G2500150,53654,Other,537,1.0008573452119134
MA,MIDDLESEX,G2500170,617651,Democratic,345267,55.900014733239324
MA,MIDDLESEX,G2500170,617651,Republican,269296,43.600026552211524
MA,MIDDLESEX,G2500170,617651,Other,3088,0.49995871454915475
MA,NANTUCKET,G2500190,2380,Democratic,952,40.0
MA,NANTUCKET,G2500190,2380,Republican,1418,59.57983193277311
MA,NANTUCKET,G2500190,2380,Other,10,0.42016806722689076
MA,NORFOLK,G2500210,286749,Democratic,150830,52.60000906716327
MA,NORFOLK,G2500210,286749,Republican,134485,46.89990200488929
MA,NORFOLK,G2500210,286749,Other,1434,0.5000889279474383
MA,PLYMOUTH,G2500230,146064,Democratic,69088,47.299813780260706
MA,PLYMOUTH,G2500230,146064,Republican,76099,52.099764486800304
MA,PLYMOUTH,G2500230,146064,Other,876,0.5997371015445284
MA,SUFFOLK,G2500250,252821,Democratic,166356,65.79991377298563
MA,SUFFOLK,G2500250,252821,Republican,85201,33.70012775837451
MA,SUFFOLK,G2500250,252821,Other,1264,0.4999584686398677
MA,WORCESTER,G2500270,270127,Democratic,142627,52.7999792690105
MA,WORCESTER,G2500270,270127,Republican,126149,46.69988560936152
MA,WORCESTER,G2500270,270127,Other,1351,0.5001351216279749
NH,BELKNAP,G3300010,16312,Democratic,4616,28.298185384992642
NH,BELKNAP,G3300010,16312,Republican,11533,70.70255026974007
NH,BELKNAP,G3300010,16312,Other,163,0.9992643452672879
NH,CARROLL,G3300030,11070,Democratic,2391,21.59891598915989
NH,CARROLL,G3300030,11070,Republican,8524,77.00090334236675
NH,CARROLL,G3300030,11070,Other,155,1.4001806684733513
NH,CHESHIRE,G3300050,22703,Democratic,9149,40.298638946394746
NH,CHESHIRE,G3300050,22703,Republican,13395,59.00101308197154
NH,CHESHIRE,G3300050,22703,Other,159,0.7003479716337048
NH,COOS,G3300070,15563,Democratic,5836,37.4991968129538
NH,COOS,G3300070,15563,Republican,9462,60.79804664910364
NH,COOS,G3300070,15563,Other,265,1.7027565379425562
NH,GRAFTON,G3300090,25319,Democratic,8381,33.10162328685967
NH,GRAFTON,G3300090,25319,Republican,16609,65.59895730479087
NH,GRAFTON,G3300090,25319,Other,329,1.299419408349461
NH,HILLSBOROUGH,G3300110,101377,Democratic,34772,34.29969322430137
NH,HILLSBOROUGH,G3300110,101377,Republican,65287,64.40020912041193
NH,HILLSBOROUGH,G3300110,101377,Other,1318,1.300097655286702
NH,MERRIMACK,G3300130,37449,Democratic,11722,31.30123634810008
NH,MERRIMACK,G3300130,37449,Republican,25353,67.70007209805335
NH,MERRIMACK,G3300130,37449,Other,374,0.9986915538465646
NH,ROCKINGHAM,G3300150,61541,Democratic,21970,35.6997773841829
NH,ROCKINGHAM,G3300150,61541,Republican,38832,63.09939714986756
NH,ROCKINGHAM,G3300150,61541,Other,738,1.1992005329780147
NH,STRAFFORD,G3300170,29129,Democratic,12030,41.299049057640154
NH,STRAFFORD,G3300170,29129,Republican,16837,57.80150365615023
NH,STRAFFORD,G3300170,29129,Other,262,0.8994472862096193
NH,SULLIVAN,G3300190,13592,Democratic,5559,40.89905826957034
NH,SULLIVAN,G3300190,13592,Republican,7897,58.10035314891112
NH,SULLIVAN,G3300190,13592,Other,136,1.0005885815185402
RI,BRISTOL,G4400010,21981,Democratic,9935,45.19812565397389
RI,BRISTOL,G4400010,21981,Republican,12002,54.601701469450894
RI,BRISTOL,G4400010,21981,Other,44,0.20017287657522406
RI,KENT,G4400030,69643,Democratic,28971,41.59929928348865
RI,KENT,G4400030,69643,Republican,40532,58.19967548784515
RI,KENT,G4400030,69643,Other,139,0.19958933417572478
RI,NEWPORT,G4400050,32028,Democratic,12843,40.09928812289247
RI,NEWPORT,G4400050,32028,Republican,19153,59.80079930061196
RI,NEWPORT,G4400050,32028,Other,32,0.09991257649556637
RI,PROVIDENCE,G4400070,259137,Democratic,129309,49.8998599196564
RI,PROVIDENCE,G4400070,259137,Republican,129309,49.8998599196564
RI,PROVIDENCE,G4400070,259137,Other,518,0.1998942644238376
RI,WASHINGTON,G4400090,32968,Democratic,13649,41.400752244600824
RI,WASHINGTON,G4400090,32968,Republican,19286,58.499150691579715
RI,WASHINGTON,G4400090,32968,Other,66,0.20019412763892258
VT,ADDISON,G5000010,9769,Democratic,3243,33.19684716961818
VT,ADDISON,G5000010,9769,Republican,6477,66.30156617872863
VT,ADDISON,G5000010,9769,Other,49,0.5015866516531886
VT,BENNINGTON,G5000030,12562,Democratic,4887,38.90304091705142
VT,BENNINGTON,G5000030,12562,Republican,7613,60.603407100780124
VT,BENNINGTON,G5000030,12562,Other,63,0.5015124980098711
VT,CALEDONIA,G5000050,9886,Democratic,3094,31.296783329961563
VT,CALEDONIA,G5000050,9886,Republican,6762,68.39975723244993
VT,CALEDONIA,G5000050,9886,Other,30,0.30345943758850896
VT,CHITTENDEN,G5000070,39228,Democratic,15927,40.60110125420618
VT,CHITTENDEN,G5000070,39228,Republican,22988,58.60099928622412
VT,CHITTENDEN,G5000070,39228,Other,314,0.800448659121036
VT,ESSEX,G5000090,2115,Democratic,664,31.39479905437352
VT,ESSEX,G5000090,2115,Republican,1440,68.08510638297872
VT,ESSEX,G5000090,2115,Other,11,0.5200945626477541
VT,FRANKLIN,G5000110,12034,Democratic,3899,32.3998670433771
VT,FRANKLIN,G5000110,12034,Republican,8099,67.3009805550939
VT,FRANKLIN,G5000110,12034,Other,36,0.2991524015290012
VT,GRAND ISLE,G5000130,2014,Democratic,741,36.79245283018868
VT,GRAND ISLE,G5000130,2014,Republican,1261,62.611717974180735
VT,GRAND ISLE,G5000130,2014,Other,12,0.5958291956305859
VT,LAMOILLE,G5000150,5853,Democratic,1662,28.395694515633007
VT,LAMOILLE,G5000150,5853,Republican,4161,71.09174782162994
VT,LAMOILLE,G5000150,5853,Other,29,0.4954724073124893
VT,ORANGE,G5000170,7770,Democratic,2331,30.0
VT,ORANGE,G5000170,7770,Republican,5385,69.3050193050193
VT,ORANGE,G5000170,7770,Other,54,0.6949806949806949
VT,ORLEANS,G5000190,7725,Democratic,2789,36.103559870550164
VT,ORLEANS,G5000190,7725,Republican,4905,63.49514563106796
VT,ORLEANS,G5000190,7725,Other,31,0.40129449838187703
VT,RUTLAND,G5000210,22548,Democratic,8275,36.69948554195494
VT,RUTLAND,G5000210,22548,Republican,14138,62.70179173319141
VT,RUTLAND,G5000210,22548,Other,135,0.5987227248536455
VT,WASHINGTON,G5000230,20129,Democratic,7609,37.8011823736897
VT,WASHINGTON,G5000230,20129,Republican,12420,61.702021958368526
VT,WASHINGTON,G5000230,20129,Other,101,0.5017636246211934
VT,WINDHAM,G5000250,15055,Democratic,5932,39.40219196280306
VT,WINDHAM,G5000250,15055,Republican,9048,60.09963467286615
VT,WINDHAM,G5000250,15055,Other,75,0.49817336433078707
VT,WINDSOR,G5000270,19492,Democratic,6998,35.9019084752719
VT,WINDSOR,G5000270,19492,Republican,12416,63.697927354812236
VT,WINDSOR,G5000270,19492,Other,78,0.4001641699158629
DE,KENT,G1000010,28556,Democratic,10451,36.59826306205351
DE,KENT,G1000010,28556,Republican,17705,62.00098052948593
DE,KENT,G1000010,28556,Other,371,1.2992015688471774
DE,NEW CASTLE,G1000030,172956,Democratic,70220,40.59992136728417
DE,NEW CASTLE,G1000030,172956,Republican,100660,58.19977335276024
DE,NEW CASTLE,G1000030,172956,Other,2075,1.199727098221513
DE,SUSSEX,G1000050,34004,Democratic,11629,34.19891777437948
DE,SUSSEX,G1000050,34004,Republican,21967,64.60122338548406
DE,SUSSEX,G1000050,34004,Other,408,1.1998588401364545
NJ,ATLANTIC,G3400010,76700,Democratic,28226,36.80052151238592
NJ,ATLANTIC,G3400010,76700,Republican,45637,59.5006518904824
NJ,ATLANTIC,G3400010,76700,Other,2838,3.70013037809648
NJ,BERGEN,G3400030,436894,Democratic,147233,33.69993636900484
NJ,BERGEN,G3400030,436894,Republican,285292,65.30004989768685
NJ,BERGEN,G3400030,436894,Other,4369,1.0000137333083081
NJ,BURLINGTON,G3400050,114260,Democratic,41476,36.29966742517066
NJ,BURLINGTON,G3400050,114260,Republican,70841,61.99982496061614
NJ,BURLINGTON,G3400050,114260,Other,1942,1.699632417293891
NJ,CAMDEN,G3400070,190207,Democratic,75132,39.50012354960648
NJ,CAMDEN,G3400070,190207,Republican,111842,58.8001493110138
NJ,CAMDEN,G3400070,190207,Other,3043,1.5998359681820333
NJ,CAPE MAY,G3400090,32069,Democratic,8723,27.200723440082324
NJ,CAPE MAY,G3400090,32069,Republican,22609,70.501106988057
NJ,CAPE MAY,G3400090,32069,Other,706,2.2015030091365495
NJ,CUMBERLAND,G3400110,45392,Democratic,18702,41.2010927035601
NJ,CUMBERLAND,G3400110,45392,Republican,26418,58.19968276348255
NJ,CUMBERLAND,G3400110,45392,Other,272,0.5992245329573492
NJ,ESSEX,G3400130,338888,Democratic,161311,47.600092065815254
NJ,ESSEX,G3400130,338888,Republican,170122,50.20006609853402
NJ,ESSEX,G3400130,338888,Other,7456,2.2001369183919173
NJ,GLOUCESTER,G3400150,71209,Democratic,25493,35.800249968402866
NJ,GLOUCESTER,G3400150,71209,Republican,44790,62.8993526099229
NJ,GLOUCESTER,G3400150,71209,Other,926,1.3003974216742267
NJ,HUDSON,G3400170,227600,Democratic,88081,38.69991212653778
NJ,HUDSON,G3400170,227600,Republican,136788,60.100175746924435
NJ,HUDSON,G3400170,227600,Other,2731,1.1999121265377857
NJ,HUNTERDON,G3400190,30856,Democratic,9041,29.300622245268343
NJ,HUNTERDON,G3400190,30856,Republican,21291,69.00116670987815
NJ,HUNTERDON,G3400190,30856,Other,555,1.7986777288047706
NJ,MERCER,G3400210,133191,Democratic,62200,46.69985209210832
NJ,MERCER,G3400210,133191,Republican,69259,51.99975974352622
NJ,MERCER,G3400210,133191,Other,1731,1.2996373628848796
NJ,MIDDLESEX,G3400230,242694,Democratic,88341,36.400158223936316
NJ,MIDDLESEX,G3400230,242694,Republican,149014,61.399952203185904
NJ,MIDDLESEX,G3400230,242694,Other,5339,2.19988957287778
NJ,MONMOUTH,G3400250,189977,Democratic,63262,33.299820504587395
NJ,MONMOUTH,G3400250,189977,Republican,124815,65.7000584281255
NJ,MONMOUTH,G3400250,189977,Other,1900,1.0001210672870928
NJ,MORRIS,G3400270,166434,Democratic,50929,30.600117764399098
NJ,MORRIS,G3400270,166434,Republican,113508,68.20000721006525
NJ,MORRIS,G3400270,166434,Other,1997,1.1998750255356478
NJ,OCEAN,G3400290,107667,Democratic,27670,25.699610837118154
NJ,OCEAN,G3400290,107667,Republican,77951,72.40008544865186
NJ,OCEAN,G3400290,107667,Other,1938,1.7999944272618351
NJ,PASSAIC,G3400310,174923,Democratic,62273,35.6002355322056
NJ,PASSAIC,G3400310,174923,Republican,108452,61.999851363171224
NJ,PASSAIC,G3400310,174923,Other,4023,2.299869085254655
NJ,SALEM,G3400330,25249,Democratic,8610,34.10036041031328
NJ,SALEM,G3400330,25249,Republican,16361,64.7986058853816
NJ,SALEM,G3400330,25249,Other,278,1.101033704305121
NJ,SOMERSET,G3400350,85605,Democratic,26538,31.000525670229546
NJ,SOMERSET,G3400350,85605,Republican,56499,65.9996495531803
NJ,SOMERSET,G3400350,85605,Other,2568,2.9998247765901525
NJ,SUSSEX,G3400370,34898,Democratic,8585,24.60026362542266
NJ,SUSSEX,G3400370,34898,Republican,25964,74.39967906470285
NJ,SUSSEX,G3400370,34898,Other,349,1.0000573098744914
NJ,UNION,G3400390,242973,Democratic,90386,37.200018109008
NJ,UNION,G3400390,242973,Republican,148214,61.000193437130875
NJ,UNION,G3400390,242973,Other,4131,1.7001889098788754
NJ,WARREN,G3400410,29543,Democratic,10015,33.899739362962464
NJ,WARREN,G3400410,29543,Republican,19292,65.30142504146498
NJ,WARREN,G3400410,29543,Other,236,0.7988355955725553
NY,ALBANY,G3600010,152615,Democratic,65167,42.700258821216785
NY,ALBANY,G3600010,152615,Republican,78597,51.50018019198637
NY,ALBANY,G3600010,152615,Other,8852,5.800216230383645
NY,ALLEGANY,G3600030,18535,Democratic,4652,25.09846236849204
NY,ALLEGANY,G3600030,18535,Republican,13012,70.20231993525762
NY,ALLEGANY,G3600030,18535,Other,853,4.602104127326679
NY,BRONX,G3600050,459224,Democratic,226857,49.40007490897688
NY,BRONX,G3600050,459224,Republican,170372,37.09997735310001
NY,BRONX,G3600050,459224,Other,61536,13.39999651586154
NY,BROOME,G3600070,94493,Democratic,36002,38.100176732668025
NY,BROOME,G3600070,94493,Republican,53389,56.50048151714942
NY,BROOME,G3600070,94493,Other,5008,5.299863481951044
NY,CATTARAUGUS,G3600090,33454,Democratic,10571,31.59861302086447
NY,CATTARAUGUS,G3600090,33454,Republican,20909,62.500747294792845
NY,CATTARAUGUS,G3600090,33454,Other,1940,5.799007592515095
NY,CAYUGA,G3600110,34945,Democratic,10693,30.599513521247673
NY,CAYUGA,G3600110,34945,Republican,21212,60.70110173129203
NY,CAYUGA,G3600110,34945,Other,3005,8.59922735727572
NY,CHAUTAUQUA,G3600130,64562,Democratic,25502,39.50001548898733
NY,CHAUTAUQUA,G3600130,64562,Republican,35509,54.9998451101267
NY,CHAUTAUQUA,G3600130,64562,Other,3551,5.50013940088597
NY,CHEMUNG,G3600150,39528,Democratic,12254,31.00080955272212
NY,CHEMUNG,G3600150,39528,Republican,25219,63.8003440599069
NY,CHEMUNG,G3600150,39528,Other,2095,5.300040477636106
NY,CHENANGO,G3600170,19853,Democratic,5539,27.900065481287463
NY,CHENANGO,G3600170,19853,Republican,13381,67.40039288772478
NY,CHENANGO,G3600170,19853,Other,953,4.800282073238302
NY,CLINTON,G3600190,27566,Democratic,9290,33.70093593557281
NY,CLINTON,G3600190,27566,Republican,16429,59.59878110716099
NY,CLINTON,G3600190,27566,Other,1874,6.798229703257635
NY,COLUMBIA,G3600210,26113,Democratic,7207,27.599280052081337
NY,COLUMBIA,G3600210,26113,Republican,17052,65.30080802665339
NY,COLUMBIA,G3600210,26113,Other,1854,7.09991192126527
NY,CORTLAND,G3600230,18641,Democratic,5052,27.101550346011482
NY,CORTLAND,G3600230,18641,Republican,12415,66.60050426479266
NY,CORTLAND,G3600230,18641,Other,1174,6.297945389195858
NY,DELAWARE,G3600250,20823,Democratic,5081,24.400902847812514
NY,DELAWARE,G3600250,20823,Republican,14597,70.10036978341257
NY,DELAWARE,G3600250,20823,Other,1145,5.4987273687749125
NY,DUTCHESS,G3600270,94188,Democratic,26561,28.19998301269801
NY,DUTCHESS,G3600270,94188,Republican,59433,63.10039495477131
NY,DUTCHESS,G3600270,94188,Other,8194,8.699622032530684
NY,ERIE,G3600290,483662,Democratic,208458,43.09993342458163
NY,ERIE,G3600290,483662,Republican,235543,48.69991853815267
NY,ERIE,G3600290,483662,Other,39660,8.199941281308021
NY,ESSEX,G3600310,17205,Democratic,4697,27.300203429235687
NY,ESSEX,G3600310,17205,Republican,11390,66.20168555652427
NY,ESSEX,G3600310,17205,Other,1118,6.498111014240046
NY,FRANKLIN,G3600330,16593,Democratic,5061,30.50081359609474
NY,FRANKLIN,G3600330,16593,Republican,10570,63.701560899174346
NY,FRANKLIN,G3600330,16593,Other,979,5.900078346290605
NY,FULTON,G3600350,23067,Democratic,7059,30.602158928339186
NY,FULTON,G3600350,23067,Republican,14786,64.10022976546583
NY,FULTON,G3600350,23067,Other,1223,5.301946503663242
NY,GENESEE,G3600370,26214,Democratic,8310,31.700617990386814
NY,GENESEE,G3600370,26214,Republican,16331,62.298771648737315
NY,GENESEE,G3600370,26214,Other,1573,6.000610360875868
NY,GREENE,G3600390,19940,Democratic,5045,25.300902708124372
NY,GREENE,G3600390,19940,Republican,13559,67.99899699097291
NY,GREENE,G3600390,19940,Other,1356,6.800401203610833
NY,HAMILTON,G3600410,3423,Democratic,698,20.39146947122407
NY,HAMILTON,G3600410,3423,Republican,2499,73.00613496932516
NY,HAMILTON,G3600410,3423,Other,226,6.602395559450774
NY,HERKIMER,G3600430,30325,Democratic,9128,30.100577081615825
NY,HERKIMER,G3600430,30325,Republican,19408,64.0
NY,HERKIMER,G3600430,30325,Other,1789,5.899422918384172
NY,JEFFERSON,G3600450,35292,Democratic,11188,31.70123540745778
NY,JEFFERSON,G3600450,35292,Republican,22234,63.000113340133744
NY,JEFFERSON,G3600450,35292,Other,1870,5.298651252408478
NY,KINGS,G3600470,789164,Democratic,357491,45.299962998819005
NY,KINGS,G3600470,789164,Republican,336973,42.699996451941544
NY,KINGS,G3600470,789164,Other,93911,11.900061330724665
NY,LEWIS,G3600490,9820,Democratic,2907,29.602851323828922
NY,LEWIS,G3600490,9820,Republican,6442,65.60081466395113
NY,LEWIS,G3600490,9820,Other,471,4.796334012219959
NY,LIVINGSTON,G3600510,23329,Democratic,6695,28.698186806121136
NY,LIVINGSTON,G3600510,23329,Republican,15304,65.60075442582193
NY,LIVINGSTON,G3600510,23329,Other,1330,5.7010587680569245
NY,MADISON,G3600530,25060,Democratic,6039,24.098164405426974
NY,MADISON,G3600530,25060,Republican,17667,70.49880287310455
NY,MADISON,G3600530,25060,Other,1378,5.498802873104549
NY,MONROE,G3600550,322303,Democratic,115384,35.79985293341979
NY,MONROE,G3600550,322303,Republican,185324,57.49993018991446
NY,MONROE,G3600550,322303,Other,21272,6.600000620534094
NY,MONTGOMERY,G3600570,26786,Democratic,9161,34.20070185918017
NY,MONTGOMERY,G3600570,26786,Republican,15991,59.69909654297021
NY,MONTGOMERY,G3600570,26786,Other,1607,5.999402673038155
NY,NASSAU,G3600590,702979,Democratic,239013,34.0000199152464
NY,NASSAU,G3600590,702979,Republican,399292,56.799989757873284
NY,NASSAU,G3600590,702979,Other,64674,9.19999032688032
NY,NEW YORK,G3600610,554287,Democratic,324812,58.599967165024616
NY,NEW YORK,G3600610,554287,Republican,162406,29.299983582512308
NY,NEW YORK,G3600610,554287,Other,67623,12.199997474232664
NY,NIAGARA,G3600630,95544,Democratic,37644,39.39964832956544
NY,NIAGARA,G3600630,95544,Republican,50638,52.999665075776605
NY,NIAGARA,G3600630,95544,Other,7261,7.599639956459852
NY,ONEIDA,G3600650,114528,Democratic,32640,28.499580888516345
NY,ONEIDA,G3600650,114528,Republican,74787,65.30018860016764
NY,ONEIDA,G3600650,114528,Other,7101,6.20023051131601
NY,ONONDAGA,G3600670,205806,Democratic,59478,28.900032069035888
NY,ONONDAGA,G3600670,205806,Republican,132745,64.5000631662828
NY,ONONDAGA,G3600670,205806,Other,13583,6.599904764681303
NY,ONTARIO,G3600690,35362,Democratic,10573,29.899326961144734
NY,ONTARIO,G3600690,35362,Republican,22702,64.19885753068264
NY,ONTARIO,G3600690,35362,Other,2086,5.898987613822747
NY,ORANGE,G3600710,91052,Democratic,24675,27.09989895883671
NY,ORANGE,G3600710,91052,Republican,58820,64.60044809559373
NY,ORANGE,G3600710,91052,Other,7466,8.199710055792295
NY,ORLEANS,G3600730,15597,Democratic,4242,27.19753798807463
NY,ORLEANS,G3600730,15597,Republican,10590,67.8976726293518
NY,ORLEANS,G3600730,15597,Other,764,4.898377893184587
NY,OSWEGO,G3600750,41134,Democratic,10901,26.50119122866728
NY,OSWEGO,G3600750,41134,Republican,27848,67.70068556425342
NY,OSWEGO,G3600750,41134,Other,2427,5.900228521417805
NY,OTSEGO,G3600770,25724,Democratic,7589,29.501632716529315
NY,OTSEGO,G3600770,25724,Republican,16746,65.09874047582025
NY,OTSEGO,G3600770,25724,Other,1389,5.399626807650444
NY,PUTNAM,G3600790,30004,Democratic,7231,24.100119984002134
NY,PUTNAM,G3600790,30004,Republican,18843,62.80162644980669
NY,PUTNAM,G3600790,30004,Other,3931,13.101586455139314
NY,QUEENS,G3600810,778069,Democratic,299557,38.50005590763801
NY,QUEENS,G3600810,778069,Republican,368027,47.300046653959996
NY,QUEENS,G3600810,778069,Other,110486,14.200025961707766
NY,RENSSELAER,G3600830,74517,Democratic,23100,30.999637666572728
NY,RENSSELAER,G3600830,74517,Republican,46424,62.29987788021525
NY,RENSSELAER,G3600830,74517,Other,4918,6.599836278969899
NY,RICHMOND,G3600850,116534,Democratic,26803,23.000154461358914
NY,RICHMOND,G3600850,116534,Republican,69920,59.99965675253575
NY,RICHMOND,G3600850,116534,Other,19811,17.00018878610534
NY,ROCKLAND,G3600870,102179,Democratic,33413,32.700457041074976
NY,ROCKLAND,G3600870,102179,Republican,54359,53.199776862173245
NY,ROCKLAND,G3600870,102179,Other,14407,14.099766096751779
NY,ST LAWRENCE,G3600890,42240,Democratic,14700,34.80113636363637
NY,ST LAWRENCE,G3600890,42240,Republican,25260,59.80113636363637
NY,ST LAWRENCE,G3600890,42240,Other,2281,5.400094696969697
NY,SARATOGA,G3600910,59496,Democratic,17135,28.80025547935996
NY,SARATOGA,G3600910,59496,Republican,38613,64.90016135538524
NY,SARATOGA,G3600910,59496,Other,3748,6.299583165254807
NY,SCHENECTADY,G3600930,78784,Democratic,28362,35.999695369618195
NY,SCHENECTADY,G3600930,78784,Republican,44828,56.89987814784728
NY,SCHENECTADY,G3600930,78784,Other,5594,7.100426482534525
NY,SCHOHARIE,G3600950,12641,Democratic,3615,28.59742109010363
NY,SCHOHARIE,G3600950,12641,Republican,8255,65.30337789731824
NY,SCHOHARIE,G3600950,12641,Other,771,6.099201012578119
NY,SCHUYLER,G3600970,7045,Democratic,1860,26.40170333569908
NY,SCHUYLER,G3600970,7045,Republican,4748,67.39531582682754
NY,SCHUYLER,G3600970,7045,Other,437,6.202980837473385
NY,SENECA,G3600990,14121,Democratic,4307,30.500672756886903
